b total,player total,pcard1,pcard2,pcard3,bcard1,bcard2,bcard3,outcome,rounds,banker streak,player streak,tie streak,shoe number
4,8,1,7,,5,9,0,player win,25,0,1,0,102
2,5,7,4,4,0,2,0,player win,26,0,2,0,102
2,8,0,0,8,0,2,0,player win,27,0,3,0,102
1,9,6,3,,9,2,0,player win,28,0,4,0,102
5,8,0,0,8,7,8,0,player win,29,0,5,0,102
8,5,2,3,8,4,4,,banker win,30,1,0,0,102
8,0,3,7,8,9,9,,banker win,31,2,0,0,102
8,2,2,0,8,0,8,,banker win,32,3,0,0,102
4,0,7,4,9,4,0,,banker win,33,4,0,0,102
8,4,4,0,9,1,7,,banker win,34,5,0,0,102
6,3,0,3,0,0,6,,banker win,35,6,0,0,102
9,8,1,7,,9,0,,banker win,36,7,0,0,102
4,2,3,0,9,0,3,1,banker win,37,8,0,0,102
6,2,0,0,2,2,4,1,banker win,38,9,0,0,102
2,2,0,0,2,4,9,9,tie,39,9,0,1,102
0,6,8,8,,1,0,9,player win,40,0,1,0,102
5,9,0,9,,8,7,9,player win,41,0,2,0,102
9,3,4,9,,4,5,,banker win,42,1,0,0,102
7,9,5,0,4,0,7,,player win,43,0,1,0,102
2,8,5,0,3,2,0,,player win,44,0,2,0,102
2,6,9,5,2,0,2,0,player win,45,0,3,0,102
8,5,5,0,2,2,6,,banker win,46,1,0,0,102
1,2,0,2,0,0,0,1,player win,47,0,1,0,102
2,5,2,0,3,5,5,2,player win,48,0,2,0,102
8,7,4,3,,0,8,,banker win,49,1,0,0,102
6,9,0,9,,6,0,,player win,50,0,1,0,102
6,8,7,5,6,9,7,,player win,51,0,2,0,102
8,3,4,9,6,0,8,,banker win,52,1,0,0,102
4,4,2,3,9,4,0,,tie,53,1,0,1,102
3,9,3,6,,8,5,,player win,54,0,1,0,102
2,1,5,0,6,6,6,0,banker win,55,1,0,0,102
9,0,0,0,6,6,3,,banker win,56,2,0,0,102
0,3,0,2,1,0,0,0,player win,57,0,1,0,102
9,3,0,1,2,3,0,5,banker win,58,1,0,0,102
8,7,7,0,,9,9,,banker win,59,2,0,0,102
2,6,3,3,,2,0,0,player win,60,0,1,0,102
9,3,3,0,,4,5,,banker win,61,1,0,0,102
2,8,8,0,,2,0,,player win,62,0,1,0,102
2,9,0,9,,6,6,,player win,63,0,2,0,102
4,6,6,0,,9,5,,player win,64,0,3,0,102
0,8,0,8,,4,6,,player win,65,0,4,0,102
6,6,5,8,3,6,0,,tie,66,0,4,1,102
9,0,0,0,3,9,0,,banker win,67,1,0,0,102
9,7,0,7,,0,9,,banker win,68,2,0,0,102
8,8,0,8,,0,8,,tie,69,2,0,1,102
8,0,7,3,0,9,4,5,banker win,70,3,0,0,102
3,7,0,4,3,0,3,0,player win,71,0,1,0,102
5,5,0,5,0,0,1,4,tie,72,0,1,1,102
4,0,0,0,0,3,0,1,banker win,73,1,0,0,102
6,3,8,2,3,2,0,4,banker win,74,2,0,0,102
8,5,7,8,3,0,8,,banker win,75,3,0,0,102
0,8,1,7,,0,0,,player win,76,0,1,0,102
7,0,0,2,8,0,7,,banker win,77,1,0,0,102
7,2,7,5,0,0,0,7,banker win,78,2,0,0,102
5,6,7,7,2,4,1,7,player win,79,0,1,0,102
9,1,5,6,2,0,9,,banker win,80,1,0,0,102
8,3,7,6,2,1,7,,banker win,81,2,0,0,102
1,5,1,4,0,0,1,0,player win,82,0,1,0,102
7,6,5,0,1,0,7,,banker win,83,1,0,0,102
6,7,2,0,5,8,8,,player win,1,0,1,0,103
0,9,9,0,,0,0,,player win,2,0,2,0,103
8,8,8,0,,8,0,,tie,3,0,2,1,103
7,5,0,5,0,0,0,7,banker win,4,1,0,0,103
5,1,3,0,8,5,0,7,banker win,5,2,0,0,103
8,3,5,8,8,0,8,,banker win,6,3,0,0,103
8,2,9,3,8,3,5,,banker win,7,4,0,0,103
9,3,0,0,3,6,7,6,banker win,8,5,0,0,103
4,8,5,8,5,7,7,6,player win,9,0,1,0,103
9,1,8,7,6,0,0,9,banker win,10,1,0,0,103
4,9,9,0,,0,4,9,player win,11,0,1,0,103
0,8,7,1,,0,0,9,player win,12,0,2,0,103
5,3,0,3,0,0,5,9,banker win,13,1,0,0,103
8,7,7,0,,5,3,,banker win,14,2,0,0,103
2,0,5,5,0,1,0,1,banker win,15,3,0,0,103
3,6,5,1,,3,0,0,player win,16,0,1,0,103
6,0,9,2,9,9,7,0,banker win,17,1,0,0,103
4,6,7,9,,1,3,0,player win,18,0,1,0,103
4,0,0,0,0,0,0,4,banker win,19,1,0,0,103
4,5,1,3,1,4,0,4,player win,20,0,1,0,103
5,4,3,0,1,1,4,4,banker win,21,1,0,0,103
5,1,0,0,1,9,3,3,banker win,22,2,0,0,103
7,4,0,1,3,9,1,7,banker win,23,3,0,0,103
7,8,9,5,4,3,4,,player win,24,0,1,0,103
6,9,4,0,5,6,0,,player win,25,0,2,0,103
0,4,1,4,9,8,2,0,player win,26,0,3,0,103
3,0,1,9,0,1,2,0,banker win,27,1,0,0,103
7,7,4,3,,5,2,,tie,28,1,0,1,103
8,6,7,9,,6,7,5,banker win,29,2,0,0,103
7,7,8,9,,9,8,,tie,30,2,0,1,103
9,7,0,7,,3,0,6,banker win,31,3,0,0,103
7,7,5,2,,7,3,4,tie,32,3,0,1,103
5,0,6,4,0,0,5,4,banker win,33,4,0,0,103
0,9,9,0,,6,4,4,player win,34,0,1,0,103
5,5,5,9,1,9,4,2,tie,35,0,1,1,103
7,0,0,0,0,7,0,,banker win,36,1,0,0,103
7,0,7,3,0,2,0,5,banker win,37,2,0,0,103
5,8,8,0,,7,8,5,player win,38,0,1,0,103
8,9,9,0,,0,8,,player win,39,0,2,0,103
6,1,0,1,0,0,6,,banker win,40,1,0,0,103
3,8,0,2,6,5,8,,player win,41,0,1,0,103
6,1,6,7,8,0,6,,banker win,42,1,0,0,103
8,3,0,3,0,2,0,6,banker win,43,2,0,0,103
1,6,7,3,6,0,0,1,player win,44,0,1,0,103
4,6,2,4,,0,4,1,player win,45,0,2,0,103
3,8,2,6,,3,0,1,player win,46,0,3,0,103
8,6,0,6,,4,7,7,banker win,47,1,0,0,103
6,9,7,2,,0,6,7,player win,48,0,1,0,103
6,8,9,9,,6,0,7,player win,49,0,2,0,103
2,7,0,7,,7,5,0,player win,50,0,3,0,103
9,6,2,4,,0,1,8,banker win,51,1,0,0,103
7,7,0,0,7,7,0,,tie,52,1,0,1,103
2,8,1,7,,2,0,,player win,53,0,1,0,103
0,2,3,8,1,9,4,7,player win,54,0,2,0,103
2,9,4,5,,0,2,7,player win,55,0,3,0,103
2,3,0,3,0,2,0,0,player win,56,0,4,0,103
7,1,9,2,0,9,8,,banker win,57,1,0,0,103
2,8,4,4,,0,2,,player win,58,0,1,0,103
2,8,0,8,,4,8,,player win,59,0,2,0,103
5,8,0,8,,4,1,,player win,60,0,3,0,103
9,0,0,0,,7,2,,banker win,61,1,0,0,103
5,5,8,4,3,6,4,5,tie,62,1,0,1,103
9,0,1,4,5,0,1,8,banker win,63,2,0,0,103
0,8,7,1,,0,0,8,player win,64,0,1,0,103
4,4,8,6,0,0,2,2,tie,65,0,1,1,103
6,9,6,5,8,6,0,2,player win,66,0,2,0,103
0,7,6,1,,0,0,0,player win,67,0,3,0,103
4,8,1,1,6,5,9,0,player win,68,0,4,0,103
5,6,0,6,,1,4,0,player win,69,0,5,0,103
5,8,2,6,,0,5,0,player win,70,0,6,0,103
6,2,4,8,0,0,6,0,banker win,71,1,0,0,103
2,3,4,6,3,0,0,2,player win,72,0,1,0,103
8,5,3,2,0,6,4,8,banker win,73,1,0,0,103
2,7,5,7,5,0,3,9,player win,74,0,1,0,103
3,6,0,6,,0,3,0,player win,75,0,2,0,103
6,8,0,8,,0,6,0,player win,76,0,3,0,103
9,2,0,0,2,5,6,8,banker win,77,1,0,0,103
2,0,2,9,9,0,2,0,banker win,78,2,0,0,103
4,5,2,0,3,2,0,0,player win,79,0,1,0,103
6,8,0,8,,0,6,,player win,1,0,1,0,104
4,9,3,6,,0,4,,player win,2,0,2,0,104
1,3,0,3,0,0,3,8,player win,3,0,3,0,104
2,9,2,7,,5,7,8,player win,4,0,4,0,104
5,0,0,0,0,5,0,8,banker win,5,1,0,0,104
8,2,3,9,0,2,6,,banker win,6,2,0,0,104
5,6,0,6,,7,8,,player win,7,0,1,0,104
0,9,3,6,,0,0,,player win,8,0,2,0,104
5,4,4,0,0,0,5,,banker win,9,1,0,0,104
9,7,0,7,,9,1,6,banker win,10,2,0,0,104
6,9,7,2,,7,9,6,player win,11,0,1,0,104
0,6,6,0,,0,2,8,player win,12,0,2,0,104
2,2,8,4,0,0,0,2,tie,13,0,2,1,104
6,6,2,4,,9,7,2,tie,14,0,2,2,104
8,2,6,6,,8,0,,banker win,15,1,0,0,104
7,6,0,6,,7,0,,banker win,16,2,0,0,104
5,9,2,8,9,2,3,,player win,17,0,1,0,104
4,1,0,1,0,6,8,,banker win,18,1,0,0,104
2,9,0,9,,3,9,,player win,19,0,1,0,104
0,9,7,6,6,0,0,,player win,20,0,2,0,104
1,0,0,4,6,0,1,5,banker win,21,1,0,0,104
7,3,0,0,3,0,7,,banker win,22,2,0,0,104
4,3,2,1,0,4,0,,banker win,23,3,0,0,104
9,3,3,0,0,9,2,8,banker win,24,4,0,0,104
7,6,1,5,,1,2,4,banker win,25,5,0,0,104
8,9,1,8,,3,5,,player win,26,0,1,0,104
8,1,1,0,0,0,0,8,banker win,27,1,0,0,104
5,6,5,0,1,7,8,8,player win,28,0,1,0,104
7,2,1,0,1,0,1,6,banker win,29,1,0,0,104
4,8,4,6,8,1,3,6,player win,30,0,1,0,104
3,6,7,4,5,5,8,0,player win,31,0,2,0,104
0,8,7,1,,0,0,0,player win,32,0,3,0,104
2,9,4,5,,2,0,0,player win,33,0,4,0,104
1,7,1,0,6,9,2,0,player win,34,0,5,0,104
4,1,1,3,7,0,6,8,banker win,35,1,0,0,104
4,4,4,0,0,0,4,8,tie,36,1,0,1,104
8,8,6,2,,8,0,,tie,37,1,0,2,104
8,9,0,9,,5,3,,player win,38,0,1,0,104
5,7,0,3,4,2,0,0,player win,39,0,2,0,104
5,9,9,0,,3,2,0,player win,40,0,3,0,104
9,6,6,0,,0,9,,banker win,41,1,0,0,104
8,0,0,0,0,6,4,8,banker win,42,2,0,0,104
5,9,7,4,8,9,6,8,player win,43,0,1,0,104
5,1,3,0,8,0,5,8,banker win,44,1,0,0,104
4,9,0,1,8,2,2,8,player win,45,0,1,0,104
2,4,4,0,0,6,6,0,player win,46,0,2,0,104
9,9,9,0,,2,7,,tie,47,0,2,1,104
5,3,0,3,0,5,0,,banker win,48,1,0,0,104
4,0,5,5,0,0,2,1,banker win,49,2,0,0,104
7,3,0,0,3,1,6,,banker win,50,3,0,0,104
9,8,8,0,,9,0,,banker win,51,4,0,0,104
6,9,4,5,,9,7,,player win,52,0,1,0,104
0,7,7,0,,0,0,0,player win,53,0,2,0,104
9,6,6,0,,4,7,8,banker win,54,1,0,0,104
3,8,3,5,,6,7,8,player win,55,0,1,0,104
7,4,7,3,4,8,9,,banker win,56,1,0,0,104
0,8,0,8,,0,0,,player win,57,0,1,0,104
9,7,4,3,,9,0,,banker win,58,1,0,0,104
7,7,0,0,7,2,0,4,tie,59,1,0,1,104
7,3,7,7,9,2,5,,banker win,60,2,0,0,104
3,9,0,9,,3,0,,player win,61,0,1,0,104
6,3,9,4,0,2,0,4,banker win,62,1,0,0,104
8,2,5,5,2,1,0,7,banker win,63,2,0,0,104
8,6,4,1,1,0,3,5,banker win,64,3,0,0,104
9,5,8,7,1,5,4,,banker win,65,4,0,0,104
9,1,9,2,1,8,1,,banker win,66,5,0,0,104
8,3,0,3,1,0,8,,banker win,67,6,0,0,104
9,7,1,6,,0,0,9,banker win,68,7,0,0,104
7,7,0,0,7,3,0,4,tie,69,7,0,1,104
4,8,5,0,3,0,4,4,player win,70,0,1,0,104
2,9,2,0,7,0,2,4,player win,71,0,2,0,104
6,7,9,8,,1,2,3,player win,72,0,3,0,104
9,4,4,0,,0,9,,banker win,73,1,0,0,104
0,9,0,0,9,2,8,,player win,74,0,1,0,104
8,2,0,2,9,8,0,,banker win,75,1,0,0,104
7,0,9,1,0,4,9,4,banker win,76,2,0,0,104
6,6,3,3,,0,6,4,tie,77,2,0,1,104
5,8,5,7,6,5,0,4,player win,78,0,1,0,104
6,9,0,4,5,9,7,4,player win,79,0,2,0,104
5,3,7,6,0,5,0,4,banker win,80,1,0,0,104
3,2,0,0,2,3,0,0,banker win,1,1,0,0,105
8,4,2,2,2,1,7,,banker win,2,2,0,0,105
3,0,0,0,0,0,0,0,banker win,3,3,0,0,105
5,7,7,0,,6,9,0,player win,4,0,1,0,105
0,9,0,9,,0,0,0,player win,5,0,2,0,105
3,7,6,1,,7,6,0,player win,6,0,3,0,105
6,7,9,8,,1,0,3,player win,7,0,4,0,105
6,2,4,0,8,1,5,3,banker win,8,1,0,0,105
8,5,5,0,8,8,0,,banker win,9,2,0,0,105
7,1,0,0,1,4,9,4,banker win,10,3,0,0,105
5,1,0,1,0,0,1,4,banker win,11,4,0,0,105
0,7,0,2,5,0,4,6,player win,12,0,1,0,105
9,4,7,7,0,9,3,7,banker win,13,1,0,0,105
3,7,0,2,5,1,2,0,player win,14,0,1,0,105
8,8,8,0,,4,4,,tie,15,0,1,1,105
2,8,5,0,3,2,0,,player win,16,0,2,0,105
9,2,6,6,3,8,1,,banker win,17,1,0,0,105
0,8,7,1,,0,0,,player win,18,0,1,0,105
5,4,1,0,3,8,7,,banker win,19,1,0,0,105
8,5,3,2,3,1,7,,banker win,20,2,0,0,105
3,8,5,3,,0,3,,player win,21,0,1,0,105
5,0,5,5,0,8,7,,banker win,22,1,0,0,105
1,6,3,3,,8,4,9,player win,23,0,1,0,105
0,8,0,0,8,0,0,9,player win,24,0,2,0,105
9,8,7,1,,7,2,,banker win,25,1,0,0,105
4,9,8,1,,4,0,,player win,26,0,1,0,105
4,9,6,3,,4,0,,player win,27,0,2,0,105
0,2,1,0,1,0,0,0,player win,28,0,3,0,105
0,9,4,5,,0,0,0,player win,29,0,4,0,105
7,9,0,9,,5,2,,player win,30,0,5,0,105
4,4,2,2,0,5,9,,tie,31,0,5,1,105
4,5,6,9,0,3,1,,player win,32,0,6,0,105
6,0,0,0,0,6,0,,banker win,33,1,0,0,105
4,1,7,7,7,0,4,0,banker win,34,2,0,0,105
8,8,8,0,,0,8,,tie,35,2,0,1,105
7,5,7,8,0,2,5,,banker win,36,3,0,0,105
8,1,1,0,0,9,9,,banker win,37,4,0,0,105
9,2,1,1,0,0,9,,banker win,38,5,0,0,105
5,7,0,0,7,7,9,9,player win,39,0,1,0,105
5,2,0,2,0,7,8,9,banker win,40,1,0,0,105
3,2,0,0,2,7,6,0,banker win,41,2,0,0,105
8,2,2,0,2,8,0,,banker win,42,3,0,0,105
4,9,0,9,,3,1,,player win,43,0,1,0,105
8,1,0,1,,6,2,,banker win,44,1,0,0,105
8,9,0,9,,3,5,,player win,45,0,1,0,105
6,9,4,5,,0,6,,player win,46,0,2,0,105
4,7,7,0,,6,8,,player win,47,0,3,0,105
2,7,0,0,7,2,0,0,player win,48,0,4,0,105
1,2,4,0,8,8,4,9,player win,49,0,5,0,105
2,7,0,7,,4,8,0,player win,50,0,6,0,105
9,7,5,2,,1,9,9,banker win,51,1,0,0,105
2,6,6,0,,0,2,0,player win,52,0,1,0,105
8,0,0,0,,0,8,,banker win,53,1,0,0,105
8,1,0,1,,8,0,,banker win,54,2,0,0,105
6,6,0,3,3,8,2,6,tie,55,2,0,1,105
8,4,9,5,3,5,3,,banker win,56,3,0,0,105
4,8,5,3,,0,4,,player win,57,0,1,0,105
7,2,9,3,0,7,0,,banker win,58,1,0,0,105
5,6,5,1,,0,2,3,player win,59,0,1,0,105
7,3,8,2,3,1,1,5,banker win,60,1,0,0,105
2,9,4,5,,0,2,5,player win,61,0,1,0,105
8,9,2,7,,8,0,,player win,62,0,2,0,105
3,0,0,5,5,8,5,0,banker win,63,1,0,0,105
5,2,5,7,0,9,4,2,banker win,64,2,0,0,105
8,5,0,5,0,5,3,,banker win,65,3,0,0,105
3,8,5,3,,7,6,,player win,66,0,1,0,105
3,9,9,4,6,7,6,,player win,67,0,2,0,105
6,6,6,0,,6,0,,tie,68,0,2,1,105
9,2,4,8,,0,9,,banker win,69,1,0,0,105
4,6,0,6,,4,0,,player win,70,0,1,0,105
1,9,8,1,,6,5,,player win,71,0,2,0,105
7,3,1,2,0,7,0,,banker win,72,1,0,0,105
0,7,1,0,6,8,2,0,player win,73,0,1,0,105
6,4,7,4,3,0,6,0,banker win,74,1,0,0,105
5,4,0,1,3,0,5,0,banker win,75,2,0,0,105
7,4,6,9,9,4,3,,banker win,76,3,0,0,105
8,6,6,0,,9,9,,banker win,77,4,0,0,105
2,8,4,4,,4,8,,player win,78,0,1,0,105
3,4,9,5,0,0,3,0,player win,79,0,2,0,105
4,6,3,9,4,6,5,0,player win,80,0,3,0,105
6,1,0,0,1,6,0,0,banker win,81,1,0,0,105
7,8,0,8,,9,8,,player win,1,0,1,0,106
3,1,6,8,7,0,3,0,banker win,2,1,0,0,106
7,0,0,4,6,3,4,,banker win,3,2,0,0,106
7,6,1,1,4,7,0,,banker win,4,3,0,0,106
4,1,0,4,7,4,0,0,banker win,5,4,0,0,106
8,0,0,0,7,8,0,,banker win,6,5,0,0,106
9,0,0,0,7,9,0,,banker win,7,6,0,0,106
7,7,7,0,,7,0,,tie,8,6,0,1,106
8,7,7,0,,0,8,,banker win,9,7,0,0,106
7,7,9,3,5,3,4,,tie,10,7,0,1,106
3,6,0,6,,6,7,0,player win,11,0,1,0,106
7,6,7,9,,2,0,5,banker win,12,1,0,0,106
8,0,0,0,,6,2,,banker win,13,2,0,0,106
3,9,6,3,,5,8,,player win,14,0,1,0,106
1,8,7,1,,0,1,,player win,15,0,2,0,106
4,8,9,9,,0,4,,player win,16,0,3,0,106
5,6,0,6,,1,4,,player win,17,0,4,0,106
7,0,3,0,7,5,2,,banker win,18,1,0,0,106
1,6,6,4,6,1,5,5,player win,19,0,1,0,106
1,9,0,9,,2,9,5,player win,20,0,2,0,106
9,0,0,0,,5,4,,banker win,21,1,0,0,106
4,1,3,0,8,0,4,,banker win,22,2,0,0,106
3,9,1,0,8,1,2,,player win,23,0,1,0,106
0,1,8,4,9,1,0,9,player win,24,0,2,0,106
5,8,5,8,5,6,9,9,player win,25,0,3,0,106
1,1,1,0,0,4,8,9,tie,26,0,3,1,106
1,3,9,4,0,3,7,1,player win,27,0,4,0,106
0,8,1,7,,0,0,1,player win,28,0,5,0,106
5,2,0,0,2,5,0,1,banker win,29,1,0,0,106
7,7,4,3,,0,7,,tie,30,1,0,1,106
0,7,8,7,2,0,0,0,player win,31,0,1,0,106
7,6,6,5,5,3,8,2,banker win,32,1,0,0,106
9,3,3,0,5,0,9,,banker win,33,2,0,0,106
5,7,0,7,,9,6,,player win,34,0,1,0,106
9,2,2,0,,0,9,,banker win,35,1,0,0,106
5,0,0,0,0,6,9,,banker win,36,2,0,0,106
4,0,9,1,0,0,4,,banker win,37,3,0,0,106
2,9,8,1,,7,5,,player win,38,0,1,0,106
8,0,0,0,,8,0,,banker win,39,1,0,0,106
3,2,2,0,0,0,3,0,banker win,40,2,0,0,106
4,7,3,4,,2,2,0,player win,41,0,1,0,106
6,3,5,0,8,9,7,0,banker win,42,1,0,0,106
9,4,8,6,8,8,1,,banker win,43,2,0,0,106
4,5,3,2,0,3,1,,player win,44,0,1,0,106
0,8,5,3,,3,7,,player win,45,0,2,0,106
5,8,5,7,6,6,9,,player win,46,0,3,0,106
4,0,3,7,0,4,6,4,banker win,47,1,0,0,106
7,7,7,0,,0,7,,tie,48,1,0,1,106
9,8,0,8,,9,0,,banker win,49,2,0,0,106
6,1,9,6,6,4,6,0,banker win,50,3,0,0,106
8,6,2,4,,6,2,,banker win,51,4,0,0,106
9,8,7,1,,8,1,,banker win,52,5,0,0,106
3,6,7,9,,9,4,0,player win,53,0,1,0,106
4,0,0,0,0,4,0,0,banker win,54,1,0,0,106
8,7,0,7,,1,0,7,banker win,55,2,0,0,106
1,6,1,5,,1,0,8,player win,56,0,1,0,106
3,6,0,0,6,2,8,0,player win,57,0,2,0,106
4,8,5,0,3,2,2,0,player win,58,0,3,0,106
6,2,0,0,2,0,6,0,banker win,59,1,0,0,106
8,5,3,2,2,8,0,,banker win,60,2,0,0,106
8,9,1,8,,8,0,,player win,61,0,1,0,106
9,6,9,7,,3,6,,banker win,62,1,0,0,106
6,0,7,3,0,3,0,3,banker win,63,2,0,0,106
9,5,5,0,0,0,1,8,banker win,64,3,0,0,106
4,5,4,1,0,9,5,8,player win,65,0,1,0,106
7,2,3,0,9,0,0,4,banker win,66,1,0,0,106
7,6,2,4,,8,9,,banker win,67,2,0,0,106
8,7,8,9,,0,8,,banker win,68,3,0,0,106
0,5,5,5,5,0,1,9,player win,69,0,1,0,106
0,2,5,5,2,0,0,0,player win,70,0,2,0,106
7,1,0,5,6,4,6,7,banker win,71,1,0,0,106
1,6,0,4,2,6,5,0,player win,72,0,1,0,106
6,1,0,0,1,6,0,0,banker win,73,1,0,0,106
3,8,0,8,,0,3,0,player win,74,0,1,0,106
5,3,2,0,1,0,0,5,banker win,75,1,0,0,106
6,7,0,7,,0,6,5,player win,76,0,1,0,106
8,6,4,9,3,0,2,6,banker win,77,1,0,0,106
1,3,1,0,2,0,1,0,player win,78,0,1,0,106
7,1,8,5,8,2,5,,banker win,79,1,0,0,106
3,7,5,6,6,3,0,9,player win,80,0,1,0,106
6,5,6,9,0,2,9,5,banker win,1,1,0,0,107
9,6,3,3,,1,8,,banker win,2,2,0,0,107
9,4,1,3,,1,8,,banker win,3,3,0,0,107
5,0,0,0,0,7,8,,banker win,4,4,0,0,107
8,5,2,3,0,9,2,7,banker win,5,5,0,0,107
9,2,4,8,0,2,7,,banker win,6,6,0,0,107
9,0,1,9,0,2,7,,banker win,7,7,0,0,107
1,4,0,4,0,8,2,1,player win,8,0,1,0,107
4,5,4,1,0,0,4,1,player win,9,0,2,0,107
7,8,8,0,,9,8,,player win,10,0,3,0,107
8,9,7,2,,5,3,,player win,11,0,4,0,107
4,8,4,4,,7,7,,player win,12,0,5,0,107
3,6,0,0,6,0,0,7,player win,13,0,6,0,107
4,4,4,0,0,1,0,3,tie,14,0,6,1,107
9,8,8,0,,3,6,,banker win,15,1,0,0,107
7,6,1,5,,0,7,,banker win,16,2,0,0,107
7,7,6,1,,0,7,,tie,17,2,0,1,107
0,1,8,4,9,2,1,7,player win,18,0,1,0,107
1,2,4,6,2,7,4,0,player win,19,0,2,0,107
4,4,8,6,0,2,0,1,tie,20,0,2,1,107
6,6,9,7,,6,0,1,tie,21,0,2,2,107
6,2,0,0,2,9,7,1,banker win,22,1,0,0,107
5,4,0,0,4,5,0,0,banker win,23,2,0,0,107
8,2,6,6,4,9,9,,banker win,24,3,0,0,107
6,8,0,8,,0,6,,player win,25,0,1,0,107
0,7,1,6,,0,0,0,player win,26,0,2,0,107
1,6,0,0,6,0,1,0,player win,27,0,3,0,107
0,9,9,0,,4,6,0,player win,28,0,4,0,107
5,2,3,0,9,2,3,0,banker win,29,1,0,0,107
6,5,5,0,0,6,0,0,banker win,30,2,0,0,107
0,4,2,9,3,6,4,0,player win,31,0,1,0,107
5,8,0,2,6,0,5,0,player win,32,0,2,0,107
0,9,1,8,,2,8,0,player win,33,0,3,0,107
7,5,3,0,2,5,2,,banker win,34,1,0,0,107
9,7,2,5,,9,0,,banker win,35,2,0,0,107
1,1,0,1,0,2,9,0,tie,36,2,0,1,107
7,7,0,7,,5,2,,tie,37,2,0,2,107
3,8,0,3,5,0,3,,player win,38,0,1,0,107
7,7,0,3,4,8,9,,tie,39,0,1,1,107
8,5,0,5,4,8,0,,banker win,40,1,0,0,107
0,7,7,0,,1,0,9,player win,41,0,1,0,107
0,8,0,8,,0,0,9,player win,42,0,2,0,107
2,5,3,1,1,0,2,0,player win,43,0,3,0,107
7,6,9,6,1,7,0,,banker win,44,1,0,0,107
9,6,6,0,,0,9,,banker win,45,2,0,0,107
9,4,0,4,0,1,0,8,banker win,46,3,0,0,107
4,9,0,9,,4,0,8,player win,47,0,1,0,107
5,0,0,0,0,9,6,8,banker win,48,1,0,0,107
7,6,4,7,5,4,9,4,banker win,49,2,0,0,107
8,5,0,5,5,6,2,,banker win,50,3,0,0,107
7,3,0,0,3,3,7,4,banker win,51,4,0,0,107
6,0,0,0,0,3,3,4,banker win,52,5,0,0,107
6,9,5,4,,0,6,4,player win,53,0,1,0,107
8,9,0,9,,8,0,,player win,54,0,2,0,107
9,2,0,2,,9,0,,banker win,55,1,0,0,107
2,8,0,0,8,1,1,,player win,56,0,1,0,107
7,0,0,0,0,7,0,,banker win,57,1,0,0,107
6,6,3,9,4,0,0,6,tie,58,1,0,1,107
7,1,0,4,7,9,8,,banker win,59,2,0,0,107
1,1,5,8,8,0,0,1,tie,60,2,0,1,107
7,6,4,9,3,0,7,,banker win,61,3,0,0,107
9,2,2,0,3,6,3,,banker win,62,4,0,0,107
6,4,9,5,0,5,7,4,banker win,63,5,0,0,107
2,7,1,6,,7,5,0,player win,64,0,1,0,107
9,7,1,0,6,1,0,5,banker win,65,1,0,0,107
3,2,4,0,8,6,5,2,banker win,66,2,0,0,107
2,8,9,4,5,3,9,2,player win,67,0,1,0,107
5,8,0,8,,0,5,2,player win,68,0,2,0,107
4,9,7,2,,7,7,2,player win,69,0,3,0,107
5,0,2,8,0,5,0,2,banker win,70,1,0,0,107
8,0,3,7,0,6,5,7,banker win,71,2,0,0,107
9,1,2,9,0,0,0,9,banker win,72,3,0,0,107
6,3,0,0,3,0,6,9,banker win,73,4,0,0,107
6,0,4,6,0,1,5,9,banker win,74,5,0,0,107
8,1,1,0,0,0,8,,banker win,75,6,0,0,107
5,0,1,4,5,2,3,0,banker win,76,7,0,0,107
0,4,8,5,1,5,5,0,player win,77,0,1,0,107
4,9,6,3,,6,8,0,player win,78,0,2,0,107
5,8,0,0,8,3,2,0,player win,79,0,3,0,107
9,3,4,9,,0,9,,banker win,1,1,0,0,108
8,7,5,2,,0,8,,banker win,2,2,0,0,108
0,8,3,0,5,0,0,,player win,3,0,1,0,108
8,8,9,9,,7,1,,tie,4,0,1,1,108
5,9,8,1,,2,3,,player win,5,0,2,0,108
2,9,6,3,,9,3,,player win,6,0,3,0,108
6,8,8,0,,3,3,,player win,7,0,4,0,108
9,2,1,4,7,5,8,6,banker win,8,1,0,0,108
8,0,0,0,7,0,8,,banker win,9,2,0,0,108
4,6,5,7,4,0,0,0,player win,10,0,1,0,108
5,0,0,0,0,4,1,0,banker win,11,1,0,0,108
8,5,2,3,0,5,8,5,banker win,12,2,0,0,108
9,9,0,9,,0,9,,tie,13,2,0,1,108
4,1,0,3,8,0,0,4,banker win,14,3,0,0,108
6,6,0,6,,0,6,4,tie,15,3,0,1,108
7,6,0,6,,9,8,,banker win,16,4,0,0,108
9,0,7,3,,9,0,,banker win,17,5,0,0,108
0,5,1,2,2,0,0,0,player win,18,0,1,0,108
7,1,0,1,0,7,0,,banker win,19,1,0,0,108
1,9,3,6,,4,7,,player win,20,0,1,0,108
0,1,1,0,0,8,4,7,player win,21,0,2,0,108
9,9,0,9,,5,4,,tie,22,0,2,1,108
7,6,1,4,1,4,3,,banker win,23,1,0,0,108
1,7,2,5,,5,5,1,player win,24,0,1,0,108
8,1,1,0,,7,1,,banker win,25,1,0,0,108
4,5,0,5,0,0,3,1,player win,26,0,1,0,108
1,9,2,8,9,4,7,1,player win,27,0,2,0,108
2,9,8,1,,2,0,1,player win,28,0,3,0,108
